sinco_code,title,slug,category,category_es,division_es,jobs,median_income_monthly,median_income_hourly,median_hours_weekly,education_mode,pct_professional,formality_rate,health_insurance_rate,health_protection_index
1629,"Otros coordinadores y jefes de área en informática, telecomunicaciones, transporte y en investigación y desarrollo tecnológico, no clasificados anteriormente",sinco-1629,management,Funcionarios y directivos,"Funcionarios, directores y jefes",5675,12000,79.7,40.0,Profesional (licenciatura),94.4,98.4,100.0,98.8
2342,Profesores de personas con problemas de aprendizaje,sinco-2342,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,5671,10000,77.5,35.0,Maestría,99.4,75.3,75.3,72.8
2164,Escenógrafos,sinco-2164,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,5635,12900,124.0,35.0,Secundaria,17.2,64.6,64.6,63.3
2163,Escultores,sinco-2163,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,5443,15000,58.1,46.0,Profesional (licenciatura),60.2,19.4,0.0,0.5
8114,Operadores de equipos portátiles especializados para la construcción,sinco-8114,operators-drivers,Operadores y conductores,"Operadores de maquinaria industrial, ensambladores, choferes y conductores de transporte",5437,12900,51.5,48.0,Secundaria,2.1,64.5,64.5,67.1
2814,Técnicos y asistentes farmacéuticos,sinco-2814,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,5408,9000,43.6,40.0,Normal/Técnica,6.9,85.2,30.8,30.8
2431,Ingenieros biomédicos,sinco-2431,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,5349,20000,103.4,45.0,Profesional (licenciatura),100.0,75.5,71.0,74.5
9212,"Trabajadores de apoyo en la extracción de petróleo, gas y agua",sinco-9212,elementary-support,Actividades elementales,Trabajadores en actividades elementales y de apoyo,5255,18000,84.2,48.0,Profesional (licenciatura),49.0,87.5,87.5,87.5
2254,"Ingenieros en minas, metalurgia y petróleo",sinco-2254,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,5184,20000,96.9,48.0,Profesional (licenciatura),100.0,98.7,98.7,97.6
9634,Cuidadores de autos en la vía pública,sinco-9634,elementary-support,Actividades elementales,Trabajadores en actividades elementales y de apoyo,5084,3870,18.8,48.0,Primaria,0.0,0.0,0.0,0.0
2399,"Otros profesores y especialistas en docencia, no clasificados anteriormente",sinco-2399,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,5080,10000,77.5,30.0,Profesional (licenciatura),75.1,45.4,62.7,60.5
1999,"Otros directores, funcionarios, gerentes, coordinadores y jefes de área, no clasificados anteriormente",sinco-1999,management,Funcionarios y directivos,"Funcionarios, directores y jefes",5001,20000,116.3,40.0,Profesional (licenciatura),93.1,82.0,70.2,71.0
6127,Trabajadores en la cría y cuidado de otro tipo de animales,sinco-6127,agriculture,Agropecuario y pesca,"Trabajadores en actividades agrícolas, ganaderas, forestales, caza y pesca",4632,9000,52.1,45.0,Preparatoria,9.6,76.5,76.5,73.7
8321,Capitanes y conductores de transporte marítimo,sinco-8321,operators-drivers,Operadores y conductores,"Operadores de maquinaria industrial, ensambladores, choferes y conductores de transporte",4579,12900,71.4,48.0,Secundaria,10.5,52.5,49.8,52.6
8181,Operadores de máquinas e instalaciones para la generación de energía,sinco-8181,operators-drivers,Operadores y conductores,"Operadores de maquinaria industrial, ensambladores, choferes y conductores de transporte",4548,18000,68.4,40.0,Preparatoria,26.3,98.6,100.0,100.0
8135,Operadores de máquinas y equipos para la refinación del petróleo y gas,sinco-8135,operators-drivers,Operadores y conductores,"Operadores de maquinaria industrial, ensambladores, choferes y conductores de transporte",4418,12470,64.4,48.0,Preparatoria,37.4,100.0,100.0,100.0
2341,Profesores de personas con problemas de audición y lenguaje,sinco-2341,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,4408,12900,79.7,40.0,Profesional (licenciatura),100.0,94.9,91.8,91.8
1612,"Coordinadores y jefes de área en producción minera, petrolera y gas",sinco-1612,management,Funcionarios y directivos,"Funcionarios, directores y jefes",4307,20000,58.1,60.0,Profesional (licenciatura),100.0,98.5,98.5,98.8
7344,"Patronistas de productos textiles, cuero, piel y similares",sinco-7344,crafts-trades,Artesanos y oficios,Trabajadores artesanales,4301,5160,29.6,24.0,Preparatoria,14.9,8.8,0.0,2.7
8349,Otros conductores de transporte terrestre con motor no clasificados anteriormente,sinco-8349,operators-drivers,Operadores y conductores,"Operadores de maquinaria industrial, ensambladores, choferes y conductores de transporte",4268,6450,20.8,72.0,Secundaria,0.0,88.7,88.7,88.7
2151,Escritores y críticos literarios,sinco-2151,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,4049,18000,116.3,40.0,Profesional (licenciatura),95.8,59.2,23.6,26.1
3112,"Taquígrafos, mecanógrafos y similares",sinco-3112,administrative-support,Auxiliares administrativos,Trabajadores auxiliares en actividades administrativas,3984,12900,250.0,40.0,Profesional (licenciatura),81.5,48.0,49.4,48.6
2553,"Payasos, mimos y cirqueros",sinco-2553,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,3968,8600,83.3,14.0,Preparatoria,23.8,14.2,10.7,12.7
2652,Técnicos en operaciones de equipos de radio,sinco-2652,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,3948,9000,51.7,42.0,Profesional (licenciatura),39.2,83.5,83.5,85.1
8324,"Conductores de pequeñas embarcaciones (lanchas, botes, trajineras, etcétera)",sinco-8324,operators-drivers,Operadores y conductores,"Operadores de maquinaria industrial, ensambladores, choferes y conductores de transporte",3905,10000,44.3,50.0,Secundaria,18.4,37.4,20.0,22.4
2611,"Auxiliares y técnicos en física, astronomía, matemáticas, estadística y actuaría",sinco-2611,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,3844,16000,75.6,40.0,Preparatoria,42.9,83.5,83.5,86.0
9511,Vendedores ambulantes de periódicos y lotería,sinco-9511,elementary-support,Actividades elementales,Trabajadores en actividades elementales y de apoyo,3812,6450,60.3,30.0,Secundaria,14.4,18.0,18.0,20.7
9664,Recolectores de otros materiales,sinco-9664,elementary-support,Actividades elementales,Trabajadores en actividades elementales y de apoyo,3613,3870,50.0,15.0,Preparatoria,0.0,5.6,6.8,7.7
2613,Auxiliares y técnicos en agronomía,sinco-2613,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,3555,14000,83.3,45.0,Profesional (licenciatura),52.5,73.8,63.0,63.9
7401,"Supervisores de artesanos y trabajadores en la elaboración de productos de hule, caucho, plásticos y de sustancias químicas",sinco-7401,crafts-trades,Artesanos y oficios,Trabajadores artesanales,3544,18000,87.2,48.0,Preparatoria,22.0,88.8,88.8,88.5
2623,"Auxiliares y técnicos mineros, metalúrgicos y petroleros",sinco-2623,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,3461,10600,58.1,48.0,Profesional (licenciatura),53.6,90.2,82.5,83.2
2427,Psiquiatras,sinco-2427,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,3394,38000,210.4,40.0,Doctorado,100.0,98.9,84.0,84.0
8322,Oficiales y marineros de cubierta y prácticos,sinco-8322,operators-drivers,Operadores y conductores,"Operadores de maquinaria industrial, ensambladores, choferes y conductores de transporte",3344,18000,65.4,56.0,Secundaria,18.2,89.8,89.8,90.2
2339,"Otros profesores de nivel básico, no clasificados anteriormente",sinco-2339,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,2739,10750,73.1,35.0,Profesional (licenciatura),86.5,79.4,79.4,79.4
2817,Técnicos en medicina alternativa,sinco-2817,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,2578,6450,100.0,15.0,Preparatoria,22.5,22.7,12.8,12.8
1135,Directores de organizaciones civiles y religiosas,sinco-1135,management,Funcionarios y directivos,"Funcionarios, directores y jefes",2516,40000,206.7,45.0,Profesional (licenciatura),76.9,84.4,86.4,85.9
2174,Bailarines y coreógrafos,sinco-2174,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,2380,10750,116.3,24.0,Secundaria,21.1,27.6,29.8,29.1
7113,Dinamiteros y buzos en perforación de pozos y en la construcción,sinco-7113,crafts-trades,Artesanos y oficios,Trabajadores artesanales,2285,13000,60.0,70.0,Secundaria,23.3,93.0,93.0,92.1
1611,"Coordinadores y jefes de área en producción agropecuaria, silvícola y pesquera",sinco-1611,management,Funcionarios y directivos,"Funcionarios, directores y jefes",2282,16000,93.0,40.0,Profesional (licenciatura),79.1,41.7,41.7,51.9
7323,Reveladores e impresores de fotografías,sinco-7323,crafts-trades,Artesanos y oficios,Trabajadores artesanales,2225,10750,55.6,45.0,Preparatoria,0.0,3.2,3.2,22.8
1525,"Capitanes, tenientes coroneles y jefes de área de la Armada, Ejército y Fuerza Aérea",sinco-1525,management,Funcionarios y directivos,"Funcionarios, directores y jefes",2214,40000,193.8,50.0,Profesional (licenciatura),100.0,100.0,100.0,100.0
2824,Parteras,sinco-2824,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,2167,7740,120.0,16.0,Preparatoria,0.0,40.3,40.3,40.3
2661,Controladores de tráfico aéreo,sinco-2661,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,2131,30000,174.4,48.0,Profesional (licenciatura),71.6,100.0,100.0,100.0
5119,Otros trabajadores en la preparación y servicio de alimentos y bebidas en establecimientos,sinco-5119,personal-services,Servicios personales y vigilancia,Trabajadores en servicios personales y vigilancia,2070,9030,50.0,42.0,Secundaria,2.9,0.0,0.0,0.0
2131,"Antropólogos, arqueólogos e historiadores",sinco-2131,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,2061,21500,125.0,26.0,Profesional (licenciatura),100.0,42.2,42.2,45.0
1329,"Otros directores y gerentes en informática, telecomunicaciones, transporte y en investigación y desarrollo tecnológico, no clasificados anteriormente",sinco-1329,management,Funcionarios y directivos,"Funcionarios, directores y jefes",1905,20000,87.8,53.0,Profesional (licenciatura),82.3,91.1,82.3,82.3
1624,Coordinadores y jefes de área en centros de investigación y desarrollo tecnológico,sinco-1624,management,Funcionarios y directivos,"Funcionarios, directores y jefes",1752,20000,116.3,45.0,Profesional (licenciatura),100.0,100.0,100.0,100.0
7599,"Otros trabajadores relacionados con la elaboración y procesamiento de alimentos, bebidas y productos de tabaco, no clasificados anteriormente",sinco-7599,crafts-trades,Artesanos y oficios,Trabajadores artesanales,1689,,,16.0,Profesional (licenciatura),69.8,0.0,0.0,0.0
2113,Profesionistas en hotelería y turismo,sinco-2113,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,1472,16000,77.5,20.0,Profesional (licenciatura),100.0,23.6,20.3,20.3
1313,Directores y gerentes en generación y provisión de energía eléctrica y agua,sinco-1313,management,Funcionarios y directivos,"Funcionarios, directores y jefes",1449,12900,83.3,40.0,Profesional (licenciatura),52.7,24.6,27.4,41.9
9322,Conductores de transporte de tracción animal,sinco-9322,elementary-support,Actividades elementales,Trabajadores en actividades elementales y de apoyo,1432,7740,25.0,72.0,Secundaria,0.0,0.0,0.0,0.0
4999,"Otros comerciantes, empleados en ventas y agentes de ventas en establecimientos, no clasificados anteriormente",sinco-4999,sales,Comerciantes y ventas,"Comerciantes, empleados en ventas y agentes de ventas",1428,12000,10.0,45.0,Preparatoria,26.1,45.2,45.2,45.2
6231,"Trabajadores en actividades de caza, trampería y similares",sinco-6231,agriculture,Agropecuario y pesca,"Trabajadores en actividades agrícolas, ganaderas, forestales, caza y pesca",1410,4300,53.3,18.0,Secundaria,0.0,29.1,14.6,14.6
8162,Operadores de máquinas en la elaboración de tabaco,sinco-8162,operators-drivers,Operadores y conductores,"Operadores de maquinaria industrial, ensambladores, choferes y conductores de transporte",1363,12000,58.1,48.0,Secundaria,0.0,100.0,100.0,100.0
3999,"Otros trabajadores auxiliares en actividades administrativas, no clasificados anteriormente",sinco-3999,administrative-support,Auxiliares administrativos,Trabajadores auxiliares en actividades administrativas,1285,10000,58.1,40.0,Profesional (licenciatura),71.6,55.6,55.6,64.5
1312,"Directores y gerentes en producción minera, petrolera y gas",sinco-1312,management,Funcionarios y directivos,"Funcionarios, directores y jefes",1039,30000,102.6,54.0,Profesional (licenciatura),70.5,100.0,83.7,83.7
9599,Otros vendedores ambulantes no clasificados anteriormente,sinco-9599,elementary-support,Actividades elementales,Trabajadores en actividades elementales y de apoyo,1002,3440,44.4,24.0,Secundaria,4.8,3.3,0.0,0.0
